Comments,Target
['Well thats how you do marketing for free'],0
['IS IT MEOR'],0
['DOES DUMMY TRUMP WANTS TO GRAB IVANKA'],0
['BY THE PY  LOL'],0
['I DONT KNOW PEOPLEIF WE KNOW TRUMP HE WILL TRY AND MAKE THAT LEGAL TOO '],0
['This is  fake you creeps oh my god he has a wife not his Daughter'],1
['Theres something seriously wrong with this Sicko as others have said what father makes comments like that about a daughter my father treated me with utmost respect and dignity'],1
['Ill bet she had sex with him sick shit Im going to vote all democrat What father says he has sex in common with his daughter He is president now I wonder who will follow him'],1
['Odd fellow'],0
['Has he done anything decent and progressive since he became president'],0
['Trump wants to fuck his own daughter That tells me EVERYTHING I need to know about Trump voterssupporters'],1
['I wonder if she grew up keeping her bedroom door locked'],0
['The fact that the audience did not react in disgusted silence speaks VOLUMES about what is going on behind closed doors in our country '],0
['If I werent happily married and ya know her father say what'],0
['Makes sense hes a whole ass'],1
['If my father talked that way about me or touched me that way with that look in his eyes I would disown himdisgusting pervert'],1
['TRUMP A NASTY PIG AND WHAT CAN I SAY ABOUT IVANKA NASTY NASTY NASTY'],1
['Shes a know nothing plasticized bimbo who has no place in world affairs Same with her sick perverted demented father'],1
['Trump sick pervert even with his daughter How disgusting'],1
['014 OMG WHAT IS THAT'],0
['If you want to know how old Ivanka is you just need to count the rings on her TREE'],0
['Woops Sorry I meant her NECK'],0
['Politics Barbie'],0
['howard stern who is also a pxxxk says to trump b4 he even has time to say no that ivanka is a hot piece of ass trump let him say that on air he has molested that poor girl and perhaps all along'],1
['sick diddling fxxk that line tells thestory he has been cruel 2 her these stories POINT thefinger at this diddling pervert'],1
['Who the fuck talks about there child like that come on its weird'],1
['Sick ass fuck'],1
['What college did she go too'],0
['u think he uaed daughter in bed f president '],0
['Mr Trump and Mr Epstein knew I was 13 years old'],0
['Defendant Trump had sexual contact with me at four different parties in the summer of 1994 On the fourth and fnial sexual encounter with Defendant Trump Defendant Trump tied me to a bed exposed himself to me and then proceeded to forcibly rape me During the course of this savage sexual attack I loudly pleaded with Defendant Trump to stop but he did not Defendant Trump responded to my pleas by violently striking me in the face with his open hand and screaming that he would do whatever he wanted'],1
['Immediately following this rape Defendant Trump threatened me that were I ever to reveal any of the details of Defendant Trumps sexual and physical abuse of me my family and I wold be physically harmed if not killed'],1
['httpswwwsnopescomnews20160623donaldtrumprapelawsuit'],0
['i kinda feel bad for Ivanka she doesnt deserve a father who treats and talks about her this way'],0
['I support his policies'],0
['And all iof these socalled christian republicans are fine with this'],0
['TRUMP WHAT A NASTY PIG'],1
[' IVANKA YOUR JUST AS MUCH OF A PIG AS YOUR FATHER IS AND YOUR A LIER'],1
['OMG'],0
['Without makeup and Botox  is a ugly privilege  shameless gold digger'],1
['what the fuck'],1
['DONALD IS A SIK MAN  AND I DONT MEAN POLITICS TI SAY SUCH THINGS   ITS VERY OBVIOUS  I WOULD NOT BE SUPRISEF IF HE BANGING HIS  DAUGHTER'],1
['Bro so many women out there  you got money  everything its like the forbidden tree but you choose 2 feed of it you choose 2 fuck your Daughter Y would you Your Sick '],1
['If Ivanka wasnt my daughter perhaps Id be dating her'],0
['S W E E T H O M E A L A B A M A'],0
['Thats sick you pervert You have no class and lie'],1
['Ugh No wonder the Deep south voted for him in big numbers Duelling banjos anyone'],0
['Sterns lucky he didnt get his ass kicked by the wrong father Second Trump is somewhat weird'],0
['What a good day to live in Australia'],0
['talk bullshit lol'],1
['This is so disturbing'],1
['Disgusting'],1
['DADDYS PIECE OF ASS'],1
['  NASTY  DISGUSTING '],1
['He should just fuck her'],1
['So what Ilhan Omar was accused of concentually doing her brother and being married to her brother Donald Trump was accused of concentually doing his daughter Ivanka and saying if she wasnt his daughter he would be dating her he said his daughter is hot so what if Trump likes doing his daughter and is doing his daughter and Omar likes and is doing her brother And is doing her brother Thats their business let it go leave them alone let them be let them do their thing their way The question about Trump and Omar both is can they do the jobs that they were elected into the highest high powered political offices in the nation to do on unified bipartisan constitutional agreements without ridiculous un necessary condescending arguments'],0
['Fuck off you goddam pervert if I did and said half the things this piece of fucking shit did I would be in jail'],1
['GAGS'],1
['He is selling his daughter you guys are being short sighted He wants her to be president in a decade or two'],0
['As a father I am appalled  Dude thats your daughter  Gross'],1
['IM HAPPY IM IN CANADA'],0
['Some ppl r wise some otherwiseshame usa has such a presidentlock ya daughter here comes the monster'],1
['PRESIDENT TRUMP LOVES HIS DAUGHTER WHAT THE HELL IS SO BAD ABOUT THAT MEDIA HAS A SICK FUCKEN MIND'],1
['this is the piece of crap calling Mexicans bad people and talking about Muslims this Muslims that what an embarrassing piece of dog crap he is definitely Satan in the flesh talking about his daughter in that way how do yall defend him'],1
['Bid deal  there are a lot of men out there with attractive daughters  I have never heard one of them talk about there daughters like that Sex is all he thinks about he should get a check up from the neck up Beauty comes from the heart not the bank account'],0
['This is americas president Ive lost all faith'],0
['Ewwwwww again'],1
['Ewwwwww '],1
['Non of my business but this 128 is something else'],0
['Some President '],0
['A dirty old pervert '],1
['Trump is disgusting '],1
['I come back to this video because Im just blown away by what our society accepts as normal I can understand a father saying my daughter is beautiful but to involve sex in there is just disturbing Look at some older Trump videos the dude is sick  that whole family is fucked up'],1
['gullabi janwarr gando '],1
['I MEAN koi insaan apni beti k baray me aisa soch sakta ha'],1
['Mr trump is guy that will tell it like it is whatever comes to his mind firstand whaever he say does not mean that he is in fact talking reality He can joke about sex and does mean his real feeling Must people say oh I will never talk like that about my daughter but i wonder how many do think the same without saying it  which is the same Just because a man joke sex about his daughter do not mean it is his real feelingafter all we all will die'],1
